schema_version,status,family_id,selector_type,selector_value,target_formula,target_charge,reference_ph,chebi_id,rhea_id,source_url,min_matches,expected_metabolite_ids,allowed_current_pairs,rationale
1,component_review,l_methionine,base_name,L-methionine,C5H11NO2S,0,7.3,CHEBI:57844,RHEA:11172,https://www.rhea-db.org/rhea/11172,3,m1083[C_ex];m74[C_cy];m808[C_mi],<missing>|0;C5H11NO2S|0,Correct R545 product anchor retained across compartments
1,component_review,formate,base_name,formate,CHO2,-1,7.3,CHEBI:15740,RHEA:20221,https://www.rhea-db.org/rhea/20221,3,m1231[C_ex];m34[C_cy];m533[C_mi],<missing>|0;CH2O2|0;CH2O2|-1;CHO2|-1,R309 and R310 reference target; migrate every compartmental copy together
1,component_review,tetrahydrofolate_diglutamate,base_name,"5,6,7,8-tetrahydrofolyl-L-glutamic acid",C24H27N8O9,-3,7.3,CHEBI:141005,RHEA:10580,https://www.rhea-db.org/rhea/10580,1,m970[C_cy],<missing>|0;C24H30N8O9|0;C24H27N8O9|-3,R749 n=1 to n=2 product under the Rhea folyl-polyglutamate microspecies convention
1,component_review,methyl_tetrahydrofolate_triglutamate,base_name,"5-methyltetrahydropteroyltri-L-glutamic acid",C30H35N9O12,-4,7.3,CHEBI:58207,RHEA:21196,https://www.rhea-db.org/rhea/21196,1,m161[C_cy],<missing>|0;C30H35N9O12|-4,Correct R65 methyl donor anchor retained for component validation
1,component_review,tetrahydrofolate_triglutamate,base_name,"tetrahydropteroyltri-L-glutamic acid",C29H33N9O12,-4,7.3,CHEBI:58140,RHEA:21196,https://www.rhea-db.org/rhea/21196,1,m163[C_cy],<missing>|0;C29H33N9O12|0;C29H33N9O12|-4,R65 product target; the neutral model charge conflicts with the Rhea pH-7.3 microspecies
1,component_review,isopentenyl_diphosphate,base_name,isopentenyl diphosphate,C5H9O7P2,-3,7.3,CHEBI:128769,RHEA:22411,https://www.rhea-db.org/rhea/22411,3,m412[C_lp];m491[C_cy];m984[C_mi],<missing>|0;C5H12O7P2|0;C5H12O7P2|-3;C5H9O7P2|-3,Rhea identifies the charge-minus-three isopentenyl diphosphate participant as C5H9O7P2; keep all three compartments in component review until the prenyl-diphosphate family is closed
1,component_review,two_oxoglutarate,base_name,2-oxoglutarate,C5H4O5,-2,7.3,CHEBI:16810,RHEA:71603,https://www.rhea-db.org/rhea/71603,5,m1145[C_ex];m219[C_mi];m330[C_pe];m51[C_cy];m625[C_nu],<missing>|0;C5H6O5|0;C5H6O5|-2;C5H4O5|-2,Rhea identifies 2-oxoglutarate at charge minus two as C5H4O5; migrate every compartment only as part of its complete connected component
1,component_review,l_aspartate,base_name,L-aspartate,C4H6NO4,-1,7.3,CHEBI:29991,RHEA:73307,https://www.rhea-db.org/rhea/73307,5,m1067[C_va];m1068[C_ex];m267[C_cy];m329[C_mi];m331[C_pe],<missing>|0;C4H7NO4|0;C4H7NO4|-1;C4H6NO4|-1,Rhea identifies L-aspartate at charge minus one as C4H6NO4; all five compartments remain deferred pending amino-acid component closure
1,component_review,alpha_d_ribose_1_phosphate,base_name,alpha-D-ribose 1-phosphate,C5H9O8P,-2,7.3,CHEBI:57720,RHEA:27644,https://www.rhea-db.org/rhea/27644,2,m888[C_cy];m911[C_mi],<missing>|0;C5H11O8P|0;C5H11O8P|-2;C5H9O8P|-2,Rhea identifies alpha-D-ribose 1-phosphate at charge minus two as C5H9O8P; keep both compartments deferred until the ribose-phosphate component is balanced
1,component_review,amp,base_name,AMP,C10H12N5O7P,-2,7.3,CHEBI:456215,RHEA:12976,https://www.rhea-db.org/rhea/12976,7,m1471[C_em];m1479[C_lp];m1496[C_en];m209[C_nu];m48[C_mi];m517[C_pe];m86[C_cy],<missing>|0;C10H14N5O7P|0;C10H14N5O7P|-2;C10H12N5O7P|-2,Rhea identifies AMP at charge minus two as C10H12N5O7P; defer all seven compartments until the adenylate and biomass component is closed
1,component_review,pyruvate,base_name,pyruvate,C3H3O3,-1,7.3,CHEBI:15361,RHEA:64722,https://www.rhea-db.org/rhea/64722,3,m1103[C_ex];m4[C_cy];m6[C_mi],<missing>|0;C3H4O3|0;C3H4O3|-1;C3H3O3|-1,Rhea identifies pyruvate at charge minus one as C3H3O3; defer all three compartments until the pyruvate-linked component is balanced
1,component_review,phosphoenolpyruvate,base_name,phosphoenolpyruvate,C3H2O6P,-3,7.3,CHEBI:58702,RHEA:18157,https://www.rhea-db.org/rhea/18157,2,m107[C_cy];m56[C_mi],<missing>|0;C3H5O6P|0;C3H5O6P|-3;C3H2O6P|-3,Rhea 18157 identifies phosphoenolpyruvate as C3H2O6P charge minus three; migrate cytosolic and mitochondrial copies with pyruvate ATP ADP and phosphate families
1,component_review,oxaloacetate,base_name,oxaloacetate,C4H2O5,-2,7.3,CHEBI:16452,RHEA:71603,https://www.rhea-db.org/rhea/71603,4,m1344[C_ex];m328[C_cy];m333[C_pe];m77[C_mi],<missing>|0;C4H4O5|0;C4H4O5|-2;C4H2O5|-2,Rhea identifies oxaloacetate at charge minus two as C4H2O5; defer all four compartments until the dicarboxylate component is balanced
1,component_review,gdp,base_name,GDP,C10H12N5O11P2,-3,7.3,CHEBI:58189,RHEA:22156,https://www.rhea-db.org/rhea/22156,5,m1962[C_er];m261[C_mi];m268[C_cy];m292[C_go];m936[C_nu],<missing>|0;C10H15N5O11P2|0;C10H15N5O11P2|-3;C10H12N5O11P2|-3,Rhea identifies GDP at charge minus three as C10H12N5O11P2; one ER copy already matches and all five compartments remain deferred as one family
1,component_review,nad,base_name,NAD,C21H26N7O14P2,-1,7.3,CHEBI:57540,RHEA:11709,https://www.rhea-db.org/rhea/11709,6,m116[C_pe];m122[C_cy];m1458[C_em];m27[C_mi];m817[C_nu];m960[C_er],<missing>|0;C21H27N7O14P2|0;C21H26N7O14P2|-1,Rhea identifies oxidized NAD at charge minus one as C21H26N7O14P2; defer every compartment until the complete NAD redox component is balanced
1,component_review,ump,base_name,UMP,C9H11N2O9P,-2,7.3,CHEBI:57865,RHEA:74619,https://www.rhea-db.org/rhea/74619,5,m1002[C_nu];m1120[C_mi];m149[C_cy];m1967[C_er];m838[C_go],<missing>|0;C9H13N2O9P|0;C9H13N2O9P|-2;C9H11N2O9P|-2,Rhea identifies UMP at charge minus two as C9H11N2O9P; one ER copy already matches and all five compartments remain deferred as one family
1,component_review,nadh,base_name,NADH,C21H27N7O14P2,-2,7.3,CHEBI:57945,RHEA:10300,https://www.rhea-db.org/rhea/10300,5,m119[C_pe];m123[C_cy];m1457[C_em];m30[C_mi];m957[C_er],<missing>|0;C21H29N7O14P2|0;C21H29N7O14P2|-2;C21H27N7O14P2|-2,Rhea identifies reduced NAD as C21H27N7O14P2 at charge minus two; migrate every compartment together with oxidized NAD and exact redox equations
1,component_review,deamido_nad,base_name,deamido-NAD(+),C21H24N6O15P2,-2,7.3,CHEBI:58437,RHEA:24385,https://www.rhea-db.org/rhea/24385,2,m820[C_cy];m821[C_nu],<missing>|0;C21H26N6O15P2|0;C21H26N6O15P2|-2;C21H24N6O15P2|-2,Rhea identifies deamido-NAD plus as C21H24N6O15P2 at charge minus two; keep cytosolic and nuclear copies in the same NAD-synthase component
1,verified_current,l_glutamine,base_name,L-glutamine,C5H10N2O3,0,7.3,CHEBI:58359,RHEA:24385,https://www.rhea-db.org/rhea/24385,4,m1073[C_va];m1074[C_ex];m130[C_cy];m822[C_nu],<missing>|0;C5H10N2O3|0,Rhea and the current model both represent L-glutamine as the neutral zwitterionic microspecies; retain the current pair in all four compartments
1,verified_current,glyceraldehyde_3_phosphate,base_name,glyceraldehyde 3-phosphate,C3H5O6P,-2,7.3,CHEBI:59776,RHEA:10300,https://www.rhea-db.org/rhea/10300,1,m536[C_cy],<missing>|0;C3H5O6P|0;C3H5O6P|-2,Rhea and the current model use the same D-glyceraldehyde 3-phosphate microspecies; retain the current cytosolic pair
1,verified_current,one_three_bisphospho_d_glycerate,base_name,"1,3-bisphospho-D-glycerate",C3H4O10P2,-4,7.3,CHEBI:57604,RHEA:10300,https://www.rhea-db.org/rhea/10300,1,m494[C_cy],<missing>|0;C3H4O10P2|-4,Rhea and the current model use the same 1,3-bisphospho-D-glycerate microspecies; retain the current cytosolic pair
1,active,three_phosphoglycerate,base_name,3-phosphoglycerate,C3H4O7P,-3,7.3,CHEBI:58272,RHEA:15901,https://www.rhea-db.org/rhea/15901,1,m884[C_cy],<missing>|0;C3H4O7P|0;C3H4O7P|-3,Rhea identifies both 3-phosphoglycerate and 2-phosphoglycerate as charge minus three with formula C3H4O7P; activating the cytosolic 3PG pair balances R643 and regresses no previously balanced internal reaction
1,verified_current,oxygen,base_name,oxygen,O2,0,7.3,CHEBI:15379,RHEA:74943,https://www.rhea-db.org/rhea/74943,6,m109[C_cy];m1339[C_ex];m1456[C_em];m221[C_pe];m387[C_er];m64[C_mi],<missing>|0;O2|0,Rhea and the model both represent molecular oxygen as neutral O2; retain the current pair and exclude oxygen from formula-change candidates
1,component_review,malate,base_name,(s)-malate,C4H4O5,-2,7.3,CHEBI:15589,RHEA:21432,https://www.rhea-db.org/rhea/21432,4,m1130[C_ex];m538[C_mi];m539[C_cy];m799[C_pe],<missing>|0;C4H6O5|0;C4H6O5|-2;C4H4O5|-2,Rhea identifies the malate dianion as C4H4O5; migrate every compartment with the NAD redox and dicarboxylate component
1,component_review,fumarate,base_name,fumarate,C4H2O4,-2,7.3,CHEBI:29806,RHEA:12460,https://www.rhea-db.org/rhea/12460,3,m1233[C_ex];m264[C_cy];m537[C_mi],<missing>|0;C4H4O4|0;C4H4O4|-2;C4H2O4|-2,Rhea identifies fumarate as C4H2O4 at charge minus two; migrate all compartments with malate and succinate
1,component_review,succinate,base_name,succinate,C4H4O4,-2,7.3,CHEBI:30031,RHEA:30059,https://www.rhea-db.org/rhea/30059,3,m1368[C_ex];m541[C_cy];m810[C_mi],<missing>|0;C4H6O4|0;C4H6O4|-2;C4H4O4|-2,Rhea identifies succinate as C4H4O4 at charge minus two; defer until its fumarate and redox-linked reactions are closed
1,component_review,succinate_semialdehyde,base_name,succinic semialdehyde,C4H5O3,-1,7.3,CHEBI:57706,RHEA:13213,https://www.rhea-db.org/rhea/13213,1,m134[C_cy],<missing>|0;C4H5O3|0;C4H5O3|-1,R742 requires succinate-semialdehyde anion together with NADP NADPH succinate and two cytosolic protons under RHEA:13213
1,component_review,d_glucose_6_phosphate,base_name,D-glucose 6-phosphate,C6H11O9P,-2,7.3,CHEBI:61548,RHEA:16689,https://www.rhea-db.org/rhea/16689,1,m296[C_cy],<missing>|0;C6H13O9P|0;C6H11O9P|-2,R_G6PPer uses the MnX/Rhea net reaction without an ER proton once phosphate and glucose 6-phosphate both use their dianion microspecies
1,component_review,s_dihydroorotate,base_name,(s)-dihydroorotate,C5H5N2O4,-1,7.3,CHEBI:30864,RHEA:30059,https://www.rhea-db.org/rhea/30059,1,m485[C_cy],<missing>|0;C5H6N2O4|0;C5H6N2O4|-1;C5H5N2O4|-1,Rhea identifies S-dihydroorotate as C5H5N2O4 at charge minus one in the fumarate-coupled DHODH reaction
1,component_review,orotate,base_name,orotate,C5H3N2O4,-1,7.3,CHEBI:30839,RHEA:30059,https://www.rhea-db.org/rhea/30059,1,m540[C_cy],<missing>|0;C5H4N2O4|0;C5H4N2O4|-1;C5H3N2O4|-1,Rhea identifies orotate as C5H3N2O4 at charge minus one; migrate it with dihydroorotate fumarate and succinate
1,component_review,nicotinate_d_ribonucleotide,base_name,nicotinate d-ribonucleotide,C11H12NO9P,-2,7.3,CHEBI:57502,RHEA:22860,https://www.rhea-db.org/rhea/22860,1,m825[C_cy],<missing>|0;C11H14NO9P|0;C11H12NO9P|-2,Rhea identifies cytosolic nicotinate beta-D-ribonucleotide as C11H12NO9P at charge minus two; the mitochondrial model copy already uses this pair
1,component_review,nicotinate,base_name,nicotinate,C6H4NO2,-1,7.3,CHEBI:32544,RHEA:36164,https://www.rhea-db.org/rhea/36164,3,m1095[C_ex];m824[C_cy];m826[C_mi],<missing>|0;C6H5NO2|0;C6H5NO2|-1;C6H4NO2|-1,Rhea identifies nicotinate as C6H4NO2 at charge minus one; migrate extracellular cytosolic and mitochondrial copies together
1,component_review,quinolinate,base_name,quinolinate,C7H3NO4,-2,7.3,CHEBI:29959,RHEA:12733,https://www.rhea-db.org/rhea/12733,2,m833[C_cy];m834[C_mi],<missing>|0;C7H5NO4|0;C7H5NO4|-2;C7H3NO4|-2,Rhea identifies quinolinate as C7H3NO4 at charge minus two; migrate both compartments with the nicotinate nucleotide branch
1,component_review,isocitrate,base_name,isocitrate,C6H5O7,-3,7.3,CHEBI:15562,RHEA:13245,https://www.rhea-db.org/rhea/13245,4,m1803[C_ex];m410[C_mi];m738[C_cy];m739[C_pe],<missing>|0;C6H8O7|0;C6H8O7|-3;C6H5O7|-3,Rhea identifies D-threo-isocitrate as C6H5O7 at charge minus three; migrate all compartments with succinate glyoxylate and the aconitate pair
1,component_review,glyoxylate,base_name,glyoxylate,C2HO3,-1,7.3,CHEBI:36655,RHEA:13245,https://www.rhea-db.org/rhea/13245,3,m1244[C_ex];m271[C_cy];m800[C_pe],<missing>|0;C2H2O3|0;C2H2O3|-1;C2HO3|-1,Rhea identifies glyoxylate as C2HO3 at charge minus one; migrate all compartments with isocitrate and ureidoglycolate
1,component_review,cis_aconitate,base_name,cis-aconitate,C6H3O6,-3,7.3,CHEBI:16383,RHEA:22147,https://www.rhea-db.org/rhea/22147,2,m409[C_mi];m436[C_cy],<missing>|0;C6H6O6|0;C6H6O6|-3;C6H3O6|-3,Rhea identifies cis-aconitate as C6H3O6 at charge minus three; migrate both compartments with citrate and isocitrate
1,component_review,citrate,base_name,citrate,C6H5O7,-3,7.3,CHEBI:16947,RHEA:10231,https://www.rhea-db.org/rhea/10231,4,m1187[C_ex];m433[C_mi];m434[C_pe];m435[C_cy],<missing>|0;C6H8O7|0;C6H8O7|-3;C6H5O7|-3,Rhea identifies citrate as C6H5O7 at charge minus three; migrate all compartments with cis-aconitate
1,component_review,s_ureidoglycolate,base_name,ureidoglycolic acid,C3H5N2O4,-1,7.3,CHEBI:57296,RHEA:11307,https://www.rhea-db.org/rhea/11307,1,m286[C_cy],<missing>|0;C3H6N2O4|0;C3H6N2O4|-1;C3H5N2O4|-1,Rhea identifies S-ureidoglycolate as C3H5N2O4 at charge minus one; the model base name is retained only as a selector
1,component_review,allantoate,base_name,allantoate,C4H7N4O4,-1,7.3,CHEBI:17536,RHEA:11016,https://www.rhea-db.org/rhea/11016,2,m1029[C_ex];m284[C_cy],<missing>|0;C4H8N4O4|0;C4H8N4O4|-1;C4H7N4O4|-1,Rhea identifies allantoate as C4H7N4O4 at charge minus one; migrate both compartments with S-ureidoglycolate
1,normalize,hydroxide,base_name,hydroxide,HO,-1,7.3,CHEBI:16234,,https://beta.metanetx.org/mnxdoc/mnxref.html,0,,HO|-1,Exact hydroxide is normalized algebraically to H2O minus H+; never used as an arbitrary balancing ion
